,source,target,numVisited,pathLength,uniqueVisited,performance
263,1580034737,3994361361,28,11,25,0.6071428571428572
264,444336009,1580034888,14,8,12,0.4285714285714286
265,1580034888,6051095781,47,13,39,0.7234042553191489
266,1580035065,6051095781,9,3,8,0.6666666666666667
267,444336014,1580035688,51,4,42,0.9215686274509804
268,1580034748,1580035137,41,8,39,0.8048780487804879
269,1580034913,1580035160,32,7,27,0.78125
270,1580034883,1580034905,8,4,7,0.5
271,1580034918,1580034967,6,5,5,0.16666666666666663
272,1580035198,6051095782,7,4,7,0.4285714285714286
273,1580035284,1580035350,6,2,5,0.6666666666666667
274,1580034945,1580035240,32,8,29,0.75
275,1580034896,1580035137,54,8,44,0.8518518518518519
276,1580034879,3249304311,52,15,45,0.7115384615384616
277,1580035175,6051095782,44,13,38,0.7045454545454546
278,1344566969,1580034883,8,6,7,0.25
279,1344566973,1580035350,31,5,27,0.8387096774193549
280,1580034884,1580034905,8,3,7,0.625
281,1580034694,1580035198,48,15,42,0.6875
282,1580034905,6051095781,49,12,39,0.7551020408163265
283,1580034896,1580035198,33,10,28,0.696969696969697
284,1580034896,1580035284,41,11,36,0.7317073170731707
285,1344566974,1580035728,61,8,50,0.8688524590163934
286,1580035031,1580035137,38,4,31,0.8947368421052632
287,1580034773,1580035021,27,8,22,0.7037037037037037
288,1580034884,1580034913,9,5,7,0.4444444444444444
289,6051095781,6051095782,3,2,3,0.33333333333333337
290,1580034918,3249304309,41,13,35,0.6829268292682926
291,1580034748,1580034896,11,4,10,0.6363636363636364
292,1580034994,1580035350,14,4,13,0.7142857142857143
293,1580034744,1580034900,12,7,11,0.41666666666666663
294,1580034737,1580034884,9,5,8,0.4444444444444444
295,1344566974,1580034896,3,3,3,0.0
296,1580034527,1580035240,45,13,40,0.7111111111111111
297,1580034896,1580035350,29,7,24,0.7586206896551724
298,1580035021,1580035688,49,5,45,0.8979591836734694
299,1580034737,1580035175,40,11,36,0.725
300,1580034896,6051095781,26,10,22,0.6153846153846154
301,1580034737,1580035160,39,10,35,0.7435897435897436
302,1580034920,1580035284,46,11,41,0.7608695652173914
303,1580034900,1580034964,4,3,3,0.25
304,1580034964,1580035198,33,9,30,0.7272727272727273
305,1580034920,1580035021,7,4,6,0.4285714285714286
306,444336014,1580035728,60,5,48,0.9166666666666666
307,444336009,1580034918,52,12,48,0.7692307692307692
308,1580034964,1580035021,3,3,3,0.0
309,1580034967,1580035350,34,6,30,0.8235294117647058
310,1344566974,1580035061,5,5,5,0.0
311,1344566974,1580034817,35,7,29,0.8
312,1580034817,3249304308,48,15,41,0.6875
313,1580034737,1580035198,44,14,39,0.6818181818181819
314,3249304309,3994361363,19,7,18,0.631578947368421
315,1580035240,1580035688,11,2,10,0.8181818181818181
316,1344566974,1580034888,29,6,24,0.7931034482758621
317,1580034879,1580035350,41,8,37,0.8048780487804879
318,1580034817,1580034886,4,3,4,0.25
319,444336014,1580034918,59,10,49,0.8305084745762712
320,1580035021,1580035350,24,5,23,0.7916666666666666
321,1580034817,1580035350,46,9,38,0.8043478260869565
322,444336013,444336014,5,2,5,0.6
323,1580034945,3249304308,12,6,11,0.5
324,1580034773,1580034875,10,3,9,0.7
325,1580034875,1580034967,14,7,11,0.5
326,1344566973,1580034920,11,4,8,0.6363636363636364
327,1580034967,1580035160,15,4,14,0.7333333333333334
328,444336014,1580034913,8,5,8,0.375
329,444336014,1344566969,36,9,31,0.75
330,1580034527,3994361363,39,14,34,0.641025641025641
331,1580035061,3249304309,8,3,7,0.625
332,1580034905,1580035350,41,6,33,0.8536585365853658
333,1580035175,3249304309,31,11,28,0.6451612903225806
334,1580034527,1580035021,30,12,26,0.6
335,1580035042,1580035240,31,6,28,0.8064516129032258
336,1580034994,1580035065,5,5,5,0.0
337,1580034748,1580035175,40,10,36,0.75
338,1580034964,1580035160,20,5,19,0.75
339,1580035350,3994361361,15,5,14,0.6666666666666667
340,1580034994,1580035728,62,7,50,0.8870967741935484
341,1580034773,3249304309,41,12,35,0.7073170731707317
342,1344566969,1580034879,4,3,3,0.25
343,444336014,3249304309,8,5,8,0.375
344,1344566966,6051095781,42,12,35,0.7142857142857143
345,1580034773,1580034967,22,7,19,0.6818181818181819
346,1580034994,3994361363,11,3,10,0.7272727272727273
347,444336009,1580035350,43,9,35,0.7906976744186046
348,1580034918,1580035042,23,10,20,0.5652173913043479
349,1580034918,3249304311,55,15,47,0.7272727272727273
350,444336014,1580034888,29,9,26,0.6896551724137931
351,1580034899,1580035350,17,8,17,0.5294117647058824
352,1580035065,3249304309,7,2,6,0.7142857142857143
353,1580034888,1580034896,14,4,13,0.7142857142857143
354,3249304309,6051095781,2,2,2,0.0
355,1580034773,3994361363,33,10,28,0.696969696969697
356,1580034773,1580034994,26,7,22,0.7307692307692308
357,1580035160,1580035688,17,3,15,0.8235294117647058
358,1580034875,1580034918,58,11,48,0.8103448275862069
359,1580034967,1580035284,43,11,37,0.7441860465116279
360,444336013,1580034737,27,10,25,0.6296296296296297
361,1344566969,1580034967,9,4,8,0.5555555555555556
362,1580034748,1580034918,49,9,47,0.8163265306122449
363,1580034773,1580034900,9,4,8,0.5555555555555556
364,1580035042,3249304311,26,6,24,0.7692307692307692
365,1580034967,1580035198,38,10,34,0.736842105263158
366,1580034886,3249304309,44,13,37,0.7045454545454546
367,1344566974,3249304309,13,7,12,0.46153846153846156
368,1580034967,1580035728,58,7,50,0.8793103448275862
369,1580034883,1580034884,2,2,2,0.0
370,1344566974,1580035160,27,6,25,0.7777777777777778
371,1580035137,3994361361,10,6,9,0.4
372,1580034945,1580035728,62,10,50,0.8387096774193549
373,1580034875,1580035728,63,13,51,0.7936507936507937
374,1580034913,1580035021,17,5,15,0.7058823529411764
375,1580034945,1580035031,11,7,11,0.36363636363636365
376,1580034773,1580034899,54,12,46,0.7777777777777778
377,1580034737,3249304309,39,13,35,0.6666666666666667
378,1580035688,1580035728,2,2,2,0.0
379,1580034918,1580035284,51,15,44,0.7058823529411764
380,1344566969,1580035175,16,3,15,0.8125
381,1580034879,1580034994,31,8,27,0.7419354838709677
382,1580035031,3249304311,46,11,40,0.7608695652173914
383,1580035284,1580035688,43,4,36,0.9069767441860466
384,444336009,1344566973,28,10,22,0.6428571428571428
385,1580034883,1580035688,58,11,48,0.8103448275862069
386,1580034744,1580034913,10,5,9,0.5
387,1580035688,3994361361,10,6,10,0.4
388,1580035042,1580035065,4,3,3,0.25
389,1580035350,3249304308,18,8,17,0.5555555555555556
390,1580035350,3249304309,14,6,13,0.5714285714285714
391,1580034875,1580035160,42,10,35,0.7619047619047619
392,444336013,1580035160,27,7,24,0.7407407407407407
393,1580034900,1580035031,16,6,14,0.625
